group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
find_matches_ids,,10,,,56370350.0,ns,2
find_matches_ids,,10,,,55345070.0,ns,2
find_matches_ids,,10,,,54392606.0,ns,2
find_matches_ids,,10,,,49191756.0,ns,2
find_matches_ids,,10,,,49257026.0,ns,2
find_matches_ids,,10,,,55265271.0,ns,2
find_matches_ids,,10,,,53381190.0,ns,2
find_matches_ids,,10,,,54695535.0,ns,2
find_matches_ids,,10,,,53946575.0,ns,2
find_matches_ids,,10,,,54341190.0,ns,2
find_matches_ids,,10,,,53105222.0,ns,2
find_matches_ids,,10,,,55518970.0,ns,2
find_matches_ids,,10,,,56026823.0,ns,2
find_matches_ids,,10,,,55669176.0,ns,2
find_matches_ids,,10,,,56794315.0,ns,2
find_matches_ids,,10,,,54939010.0,ns,2
find_matches_ids,,10,,,55542446.0,ns,2
find_matches_ids,,10,,,54769434.0,ns,2
find_matches_ids,,10,,,55265633.0,ns,2
find_matches_ids,,10,,,54264979.0,ns,2
find_matches_ids,,10,,,54768042.0,ns,2
find_matches_ids,,10,,,54223876.0,ns,2
find_matches_ids,,10,,,53332079.0,ns,2
find_matches_ids,,10,,,58200582.0,ns,2
find_matches_ids,,10,,,60308165.0,ns,2
find_matches_ids,,10,,,58521241.0,ns,2
find_matches_ids,,10,,,58899765.0,ns,2
find_matches_ids,,10,,,59117277.0,ns,2
find_matches_ids,,10,,,55673957.0,ns,2
find_matches_ids,,10,,,56704462.0,ns,2
find_matches_ids,,10,,,56552325.0,ns,2
find_matches_ids,,10,,,54329902.0,ns,2
find_matches_ids,,10,,,54537590.0,ns,2
find_matches_ids,,10,,,55504432.0,ns,2
find_matches_ids,,10,,,55417209.0,ns,2
find_matches_ids,,10,,,56362161.0,ns,2
find_matches_ids,,10,,,56574902.0,ns,2
find_matches_ids,,10,,,58712660.0,ns,2
find_matches_ids,,10,,,58000366.0,ns,2
find_matches_ids,,10,,,55623993.0,ns,2
find_matches_ids,,10,,,54796465.0,ns,2
find_matches_ids,,10,,,54333240.0,ns,2
find_matches_ids,,10,,,55363875.0,ns,2
find_matches_ids,,10,,,55257872.0,ns,2
find_matches_ids,,10,,,57875913.0,ns,2
find_matches_ids,,10,,,56251833.0,ns,2
find_matches_ids,,10,,,58294660.0,ns,2
find_matches_ids,,10,,,57248020.0,ns,2
find_matches_ids,,10,,,57709422.0,ns,2
find_matches_ids,,10,,,54418105.0,ns,2
find_matches_ids,,10,,,54079263.0,ns,2
find_matches_ids,,10,,,54267399.0,ns,2
find_matches_ids,,10,,,56174896.0,ns,2
find_matches_ids,,10,,,54920162.0,ns,2
find_matches_ids,,10,,,54972780.0,ns,2
find_matches_ids,,10,,,55676771.0,ns,2
find_matches_ids,,10,,,55614005.0,ns,2
find_matches_ids,,10,,,54746838.0,ns,2
find_matches_ids,,10,,,55330650.0,ns,2
find_matches_ids,,10,,,56797597.0,ns,2
find_matches_ids,,10,,,53702562.0,ns,2
find_matches_ids,,10,,,55140576.0,ns,2
find_matches_ids,,10,,,55288873.0,ns,2
find_matches_ids,,10,,,55078929.0,ns,2
find_matches_ids,,10,,,54578385.0,ns,2
find_matches_ids,,10,,,55707962.0,ns,2
find_matches_ids,,10,,,54715348.0,ns,2
find_matches_ids,,10,,,57262710.0,ns,2
find_matches_ids,,10,,,64759549.0,ns,2
find_matches_ids,,10,,,57903442.0,ns,2
find_matches_ids,,10,,,57580494.0,ns,2
find_matches_ids,,10,,,55790594.0,ns,2
find_matches_ids,,10,,,55218706.0,ns,2
find_matches_ids,,10,,,56005448.0,ns,2
find_matches_ids,,10,,,55537116.0,ns,2
find_matches_ids,,10,,,54409226.0,ns,2
find_matches_ids,,10,,,55468813.0,ns,2
find_matches_ids,,10,,,55904902.0,ns,2
find_matches_ids,,10,,,54169705.0,ns,2
find_matches_ids,,10,,,53041324.0,ns,2
find_matches_ids,,10,,,55513415.0,ns,2
find_matches_ids,,10,,,54583964.0,ns,2
find_matches_ids,,10,,,55671332.0,ns,2
find_matches_ids,,10,,,57262356.0,ns,2
find_matches_ids,,10,,,56045789.0,ns,2
find_matches_ids,,10,,,54989743.0,ns,2
find_matches_ids,,10,,,53701025.0,ns,2
find_matches_ids,,10,,,54819319.0,ns,2
find_matches_ids,,10,,,53689472.0,ns,2
find_matches_ids,,10,,,56162049.0,ns,2
find_matches_ids,,10,,,53799147.0,ns,2
find_matches_ids,,10,,,55138828.0,ns,2
find_matches_ids,,10,,,55767941.0,ns,2
find_matches_ids,,10,,,53891826.0,ns,2
find_matches_ids,,10,,,55302448.0,ns,2
find_matches_ids,,10,,,55168510.0,ns,2
find_matches_ids,,10,,,54594082.0,ns,2
find_matches_ids,,10,,,55142555.0,ns,2
find_matches_ids,,10,,,55331400.0,ns,2
find_matches_ids,,10,,,54519408.0,ns,2
